time,distance,speed
0.0,0.0,0.0
0.00830078125,0.17999999225139618,0.0
0.01666259765625,0.35999998450279236,21.590999603271484
0.02496337890625,0.7199999690055847,43.000999450683594
0.0333251953125,1.2599999904632568,64.22100067138672
0.0416259765625,1.96999990940094,85.26099395751953
0.04998779296875,2.8499999046325684,106.1209945678711
0.05828857421875,3.9099998474121094,126.80099487304688
0.066650390625,5.139999866485596,147.31100463867188
0.074951171875,6.539999961853027,167.64100646972656
0.08331298828125,8.109999656677246,187.80101013183594
0.09161376953125,9.84000015258789,207.781005859375
0.0999755859375,11.739999771118164,227.59100341796875
0.10833740234375,13.799999237060547,247.2310028076172
0.11663818359375,16.020000457763672,266.70098876953125
0.125,18.399999618530273,286.010986328125
0.13330078125,20.939998626708984,305.1510009765625
0.14166259765625,23.639999389648438,324.1310119628906
0.14996337890625,26.5,342.9410095214844
0.1583251953125,29.510000228881836,361.59100341796875
0.1666259765625,32.68000030517578,380.08099365234375
0.17498779296875,36.0,398.4209899902344
0.18328857421875,39.46999740600586,416.6009826660156
0.191650390625,43.09000015258789,434.6210021972656
0.199951171875,46.86000061035156,452.4909973144531
0.20831298828125,50.779998779296875,470.20098876953125
0.21661376953125,54.84000015258789,487.760986328125
0.2249755859375,59.04999923706055,505.1709899902344
0.23333740234375,63.39999771118164,522.4309692382812
0.24163818359375,67.9000015258789,539.5509643554688
0.25,72.54000091552734,556.5209350585938
0.25830078125,77.31999969482422,573.3409423828125
0.26666259765625,82.23999786376953,590.0209350585938
0.27496337890625,87.29000091552734,606.5609741210938
0.2833251953125,92.47999572753906,622.9509887695312
0.2916259765625,97.80999755859375,639.2009887695312
0.29998779296875,103.2699966430664,655.3109741210938
0.30828857421875,108.86000061035156,671.2909545898438
0.316650390625,114.58999633789062,687.1309814453125
0.324951171875,120.44999694824219,702.8309326171875
0.33331298828125,126.43999481201172,718.4009399414062
0.34161376953125,132.55999755859375,733.8409423828125
0.3499755859375,138.8000030517578,749.1409301757812
0.35833740234375,145.1699981689453,764.3109741210938
0.36663818359375,151.66000366210938,779.3509521484375
0.375,158.27999877929688,794.260986328125
0.38330078125,165.01998901367188,809.0509643554688
0.39166259765625,171.87998962402344,823.7109375
0.39996337890625,178.8699951171875,838.240966796875
0.4083251953125,185.97999572753906,852.6509399414062
0.4166259765625,193.1999969482422,866.9309692382812
0.42498779296875,200.5399932861328,881.0909423828125
0.43328857421875,208.0,895.1309814453125
0.441650390625,215.5800018310547,909.0509643554688
0.449951171875,223.26998901367188,922.8509521484375
0.45831298828125,231.0699920654297,936.5309448242188
0.46661376953125,238.989990234375,950.1009521484375
0.4749755859375,247.01998901367188,963.5509643554688
0.48333740234375,255.1599884033203,976.8809814453125
0.49163818359375,263.4100036621094,990.1009521484375
0.5,271.7699890136719,1003.2109375
0.50830078125,280.239990234375,1016.200927734375
0.51666259765625,288.82000732421875,1029.0809326171875
0.52496337890625,297.5,1041.8509521484375
0.5333251953125,306.28997802734375,1054.510986328125
0.5416259765625,315.17999267578125,1067.0609130859375
0.54998779296875,324.17999267578125,1079.510986328125
0.55828857421875,333.2799987792969,1091.8509521484375
0.566650390625,342.47998046875,1104.0809326171875
0.574951171875,351.7799987792969,1116.2109375
0.58331298828125,361.17999267578125,1128.240966796875
0.59161376953125,370.67999267578125,1140.1610107421875
0.5999755859375,380.2799987792969,1151.98095703125
0.60833740234375,389.97998046875,1163.700927734375
0.61663818359375,399.7699890136719,1175.3209228515625
0.625,409.6600036621094,1186.8409423828125
0.63330078125,419.6499938964844,1198.260986328125
0.64166259765625,429.72998046875,1209.5809326171875
0.64996337890625,439.8999938964844,1220.8109130859375
0.6583251953125,450.16998291015625,1231.94091796875
0.6666259765625,460.5299987792969,1242.970947265625
0.67498779296875,470.97998046875,1253.910888671875
0.68328857421875,481.5199890136719,1264.760986328125
0.691650390625,492.1499938964844,1275.510986328125
0.699951171875,502.8699951171875,1286.1708984375
0.70831298828125,513.6799926757812,1296.740966796875
0.71661376953125,524.5700073242188,1307.220947265625
0.7249755859375,535.5499877929688,1317.6109619140625
0.73333740234375,546.6199951171875,1327.910888671875
0.74163818359375,557.7699584960938,1338.1209716796875
0.75,569.010009765625,1348.240966796875
0.75830078125,580.3300170898438,1358.281005859375
0.76666259765625,591.72998046875,1368.23095703125
0.77496337890625,603.2099609375,1378.1009521484375
0.7833251953125,614.7799682617188,1387.8809814453125
0.7916259765625,626.4299926757812,1397.5809326171875
0.79998779296875,638.1599731445312,1407.19091796875
0.80828857421875,649.9599609375,1415.8309326171875
0.816650390625,661.8299560546875,1424.0909423828125
0.824951171875,673.7699584960938,1432.3509521484375
0.83331298828125,685.7799682617188,1440.6109619140625
0.84161376953125,697.8499755859375,1448.8709716796875
0.8499755859375,709.989990234375,1457.1309814453125
0.85833740234375,722.2000122070312,1465.3909912109375
0.86663818359375,734.47998046875,1473.6510009765625
0.875,746.8299560546875,1481.910888671875
0.88330078125,759.25,1490.1708984375
0.89166259765625,771.739990234375,1498.430908203125
0.89996337890625,784.2999877929688,1506.69091796875
0.9083251953125,796.9199829101562,1514.950927734375
0.9166259765625,809.6099853515625,1523.2109375
0.92498779296875,822.3699951171875,1531.470947265625
0.93328857421875,835.199951171875,1539.73095703125
0.941650390625,848.0999755859375,1547.990966796875
0.949951171875,861.0700073242188,1556.2509765625
0.95831298828125,874.1099853515625,1564.510986328125
0.96661376953125,887.219970703125,1572.77099609375
0.9749755859375,900.3999633789062,1581.0308837890625
0.98333740234375,913.6399536132812,1589.2908935546875
