time,x,y,speed,angle,angular speed
0.0,0.0,0.0,2095.0889714081504,0.0,0.00010999999358318746
0.00833892822265625,17.456053479486496,0.0006716001468609623,2095.0889714081504,0.0,0.00010999999358318746
0.01667022705078125,34.90995803250427,0.0820311319688618,2094.391144002433,0.0023009702563285828,0.28161001205444336
0.02500152587890625,52.361810942692046,0.24382356272378303,2093.801183032318,0.006615296006202698,0.5200099945068359
0.03333282470703125,69.80069633008668,0.4774444098874939,2093.2677037583844,0.012655340135097504,0.7216100096702576
0.0416717529296875,87.23864317809793,0.8014465885111992,2092.75894862391,0.020133502781391144,0.8922100067138672
0.0500030517578125,104.66448057402044,1.2071283324320365,2092.238180587645,0.028762146830558777,1.036810040473938
0.0583343505859375,122.09038315727453,1.713273403257526,2091.681074557955,0.03844539821147919,1.1597099304199219
0.06667327880859375,139.50727265913048,2.3309675231472706,2091.0583356455604,0.04899151623249054,1.264609932899475
0.07500457763671875,156.91611652702437,3.069928278072023,2090.3529959565976,0.0602087527513504,1.35440993309021
0.08333587646484375,174.30795796205115,3.941229297098438,2089.546220626586,0.0721929669380188,1.4316099882125854
0.09166717529296875,191.68380069092572,4.954952575671175,2088.6275300064553,0.08465656638145447,1.4982099533081055
0.100006103515625,209.04571317143785,6.130642662463423,2087.590972482122,0.09759953618049622,1.5560100078582764
0.10833740234375,226.38364968742178,7.469667693664036,2086.4308193466813,0.11102186143398285,1.6063100099563599
0.116668701171875,243.69869915613822,8.98173316215081,2085.138007820063,0.12473180890083313,1.6502100229263306
0.125,260.9816618390328,10.677936883176308,2083.7135810242844,0.13882526755332947,1.6887099742889404
0.13333892822265625,278.23376021628377,12.568093726350014,2082.1560502316693,0.15320633351802826,1.7226099967956543
0.14167022705078125,295.4450458553642,14.653316795118549,2080.46927413019,0.16777916252613068,1.7525099515914917
0.15000152587890625,312.61736846060035,16.95341776399029,2078.66902332625,0.18263958394527435,1.7790099382400513
0.15833282470703125,329.73990943566787,19.45953711769888,2076.7464443116028,0.19769178330898285,1.8025100231170654
0.1666717529296875,346.8145063918002,22.191365060928042,2074.7146464526168,0.21283982694149017,1.823509931564331
0.1750030517578125,363.83035282576583,25.140163548236075,2072.5693764609327,0.22817964851856232,1.8422099351882935
0.1833343505859375,380.7884403711867,28.315893105243,2070.3277533549585,0.2437111884355545,1.8589099645614624
0.19167327880859375,397.6796544800544,31.72927504463452,2067.994490074696,0.2593386322259903,1.8739099502563477
0.20000457763671875,414.5031491747574,35.37057968734691,2065.5745369229726,0.2750619202852249,1.8873099088668823
0.20833587646484375,431.24982200038,39.250649815890526,2063.0702307048914,0.29088111221790314,1.8994100093841553
0.21666717529296875,447.9199158965715,43.36946124407945,2060.4945366476827,0.3067961484193802,1.910309910774231
0.225006103515625,464.50322739806273,47.72802979172158,2057.844864687049,0.32280708849430084,1.9201099872589111
0.23333740234375,480.99999944450286,52.32633127263102,2055.1327879940172,0.3388179987668991,1.9289100170135498
0.241668701171875,497.4010202042445,57.17534203223568,2052.364076085328,0.3550206869840622,1.93681001663208
0.25,513.7054316065834,62.265210921647224,2049.5461789155675,0.3712233453989029,1.9440100193023682
0.25833892822265625,529.9033825026312,67.59679601157006,2046.67533612968,0.387426033616066,1.9505099058151245
0.26667022705078125,545.9946299527385,73.17012148819009,2043.7591841759208,0.4037245661020279,1.9564099311828613
0.27500152587890625,561.9792954267301,78.98517525841436,2040.799913153219,0.4201190024614334,1.961709976196289
0.28333282470703125,577.8475398688105,85.04293686277188,2037.8018210103994,0.4364175349473953,1.9665099382400513
0.2916717529296875,593.5891598137105,91.34442212107061,2034.7725397225374,0.45290781557559967,1.9708099365234375
0.3000030517578125,609.2044102941721,97.88972831694923,2031.7140421303543,0.4693022519350052,1.9747099876403809
0.3083343505859375,624.6921661136561,104.66878554805608,2028.6268178026107,0.48588843643665314,1.978309988975525
0.31667327880859375,640.0435677568958,111.69241241071552,2025.519635867551,0.5023787170648575,1.9815099239349365
0.32500457763671875,655.2574169298989,118.9510369749674,2022.3908791565914,0.5188689976930618,1.9844099283218384
0.33333587646484375,670.3239597674159,126.44526227877385,2019.2425257707014,0.5354551821947098,1.9870100021362305
0.34166717529296875,685.2422288220106,134.16537073616416,2016.0756081508523,0.5519454628229141,1.9894099235534668
0.350006103515625,700.0129606945627,142.1212255891196,2012.8957746358878,0.5686274915933609,1.9915099143981934
0.35833740234375,714.6255676353043,150.30382166636332,2009.7024742597048,0.5852136760950089,1.9934099912643433
0.366668701171875,729.0796973278543,158.7133167169987,2006.4943076939176,0.6018957048654556,1.9951099157333374
0.375,743.374588985147,167.33960455939533,2003.2827036957917,0.6184818893671036,1.996709942817688
0.38333892822265625,757.5002820815625,176.18367682717508,2000.06243547583,0.6351639181375504,1.9981099367141724
0.39167022705078125,771.4566672403691,185.24566708325563,1996.8363420367612,0.6518459469079971,1.99931001663208
0.40000152587890625,785.2338933126783,194.52643339834128,1993.6063046997333,0.6684321314096451,2.0004100799560547
0.40833282470703125,798.8308592881366,204.0161488097296,1990.3676236704569,0.6852100640535355,2.0014100074768066
0.4166717529296875,812.2476745434757,213.71467975450318,1987.1210307563367,0.7018920928239822,2.002310037612915
0.4250030517578125,825.4842176088708,223.62203832575477,1983.8736274863331,0.718574121594429,2.0030100345611572
0.4333343505859375,838.5296819810904,233.72948647804276,1980.6260270637765,0.7352561503648758,2.0037100315093994
0.44167327880859375,851.384031380856,244.0366598018932,1977.3772253903535,0.7519382387399673,2.004309892654419
